source,target,source_location,target_location,source_coordinates,target_coordinates,Con,Date,Year,From_Node_Full_Name,PP,agt_description,AgtId
Afghanistan: 2000s Post-intervention process_location_14,Afghanistan: 2000s Post-intervention process_location_15,"السعودية, السعودية","عمان, عمان",POINT (42.3528328 25.6242618),POINT (57.0036901 21.0000287),Afghanistan,2011-12-05,2011,Conclusions of the Conference on Afghanistan and the International Community: From Transition to the Transformation Decade (Bonn Conference),Afghanistan: 2000s Post-intervention process,"This agreement renews the parties' commitment to the Kabul Process, and updates original commitments made at the Bonn conference in 2001. It focuses predominantly on international socio-economic assistance, reorganisation of the security forces, and the peace process. ",848
Afghanistan: 2000s Post-intervention process_location_14,Afghanistan: 2000s Post-intervention process_location_16,"السعودية, السعودية","تونس, تونس",POINT (42.3528328 25.6242618),POINT (9.400138 33.8439408),Afghanistan,2011-12-05,2011,Conclusions of the Conference on Afghanistan and the International Community: From Transition to the Transformation Decade (Bonn Conference),Afghanistan: 2000s Post-intervention process,"This agreement renews the parties' commitment to the Kabul Process, and updates original commitments made at the Bonn conference in 2001. It focuses predominantly on international socio-economic assistance, reorganisation of the security forces, and the peace process. ",848
Afghanistan: 2000s Post-intervention process_location_14,Afghanistan: 2000s Post-intervention process_location_13,"السعودية, السعودية","Türkiye, Türkiye",POINT (42.3528328 25.6242618),POINT (34.9249653 38.9597594),Afghanistan,2011-12-05,2011,Conclusions of the Conference on Afghanistan and the International Community: From Transition to the Transformation Decade (Bonn Conference),Afghanistan: 2000s Post-intervention process,"This agreement renews the parties' commitment to the Kabul Process, and updates original commitments made at the Bonn conference in 2001. It focuses predominantly on international socio-economic assistance, reorganisation of the security forces, and the peace process. ",848
Afghanistan: 2000s Post-intervention process_location_14,Afghanistan: 2000s Post-intervention process_location_17,"السعودية, السعودية","The Islamic Development Bank, شارع الملك خالد, 22331, شارع الملك خالد, منطقة مكة المكرمة, السعودية",POINT (42.3528328 25.6242618),POINT (39.2014894 21.4757759),Afghanistan,2011-12-05,2011,Conclusions of the Conference on Afghanistan and the International Community: From Transition to the Transformation Decade (Bonn Conference),Afghanistan: 2000s Post-intervention process,"This agreement renews the parties' commitment to the Kabul Process, and updates original commitments made at the Bonn conference in 2001. It focuses predominantly on international socio-economic assistance, reorganisation of the security forces, and the peace process. ",848
Afghanistan: 2000s Post-intervention process_location_14,Afghanistan: 2000s Post-intervention process_location_9,"السعودية, السعودية","Algérie, Algérie / ⵍⵣⵣⴰⵢⴻⵔ / الجزائر",POINT (42.3528328 25.6242618),POINT (2.9999825 28.0000272),Afghanistan,2011-12-05,2011,Conclusions of the Conference on Afghanistan and the International Community: From Transition to the Transformation Decade (Bonn Conference),Afghanistan: 2000s Post-intervention process,"This agreement renews the parties' commitment to the Kabul Process, and updates original commitments made at the Bonn conference in 2001. It focuses predominantly on international socio-economic assistance, reorganisation of the security forces, and the peace process. ",848
Afghanistan: 2000s Post-intervention process_location_14,Afghanistan: 2000s Post-intervention process_location_18,"السعودية, السعودية","الإمارات العربية المتحدة, الإمارات العربية المتحدة",POINT (42.3528328 25.6242618),POINT (53.9994829 24.0002488),Afghanistan,2011-12-05,2011,Conclusions of the Conference on Afghanistan and the International Community: From Transition to the Transformation Decade (Bonn Conference),Afghanistan: 2000s Post-intervention process,"This agreement renews the parties' commitment to the Kabul Process, and updates original commitments made at the Bonn conference in 2001. It focuses predominantly on international socio-economic assistance, reorganisation of the security forces, and the peace process. ",848
Afghanistan: 2000s Post-intervention process_location_14,Afghanistan: 2000s Post-intervention process_location_5,"السعودية, السعودية","مصر, مصر",POINT (42.3528328 25.6242618),POINT (29.2675469 26.2540493),Afghanistan,2011-12-05,2011,Conclusions of the Conference on Afghanistan and the International Community: From Transition to the Transformation Decade (Bonn Conference),Afghanistan: 2000s Post-intervention process,"This agreement renews the parties' commitment to the Kabul Process, and updates original commitments made at the Bonn conference in 2001. It focuses predominantly on international socio-economic assistance, reorganisation of the security forces, and the peace process. ",848
Afghanistan: 2000s Post-intervention process_location_14,Afghanistan: 2000s Post-intervention process_location_2,"السعودية, السعودية","لبنان, لبنان",POINT (42.3528328 25.6242618),POINT (35.843409 33.8750629),Afghanistan,2011-12-05,2011,Conclusions of the Conference on Afghanistan and the International Community: From Transition to the Transformation Decade (Bonn Conference),Afghanistan: 2000s Post-intervention process,"This agreement renews the parties' commitment to the Kabul Process, and updates original commitments made at the Bonn conference in 2001. It focuses predominantly on international socio-economic assistance, reorganisation of the security forces, and the peace process. ",848
Afghanistan: 2000s Post-intervention process_location_14,Afghanistan: 2000s Post-intervention process_location_4,"السعودية, السعودية","الأردن, الأردن",POINT (42.3528328 25.6242618),POINT (36.941628 31.1667049),Afghanistan,2011-12-05,2011,Conclusions of the Conference on Afghanistan and the International Community: From Transition to the Transformation Decade (Bonn Conference),Afghanistan: 2000s Post-intervention process,"This agreement renews the parties' commitment to the Kabul Process, and updates original commitments made at the Bonn conference in 2001. It focuses predominantly on international socio-economic assistance, reorganisation of the security forces, and the peace process. ",848
Afghanistan: 2000s Post-intervention process_location_14,Afghanistan: 2000s Post-intervention process_location_12,"السعودية, السعودية","العراق, العراق",POINT (42.3528328 25.6242618),POINT (44.1749775 33.0955793),Afghanistan,2011-12-05,2011,Conclusions of the Conference on Afghanistan and the International Community: From Transition to the Transformation Decade (Bonn Conference),Afghanistan: 2000s Post-intervention process,"This agreement renews the parties' commitment to the Kabul Process, and updates original commitments made at the Bonn conference in 2001. It focuses predominantly on international socio-economic assistance, reorganisation of the security forces, and the peace process. ",848
Afghanistan: 2000s Post-intervention process_location_14,Afghanistan: 2000s Post-intervention process_location_7,"السعودية, السعودية","Islamic Republic of Iran Pavilion, الإمارات العربية المتحدة",POINT (42.3528328 25.6242618),POINT (55.147647448637606 24.956654649999997),Afghanistan,2011-12-05,2011,Conclusions of the Conference on Afghanistan and the International Community: From Transition to the Transformation Decade (Bonn Conference),Afghanistan: 2000s Post-intervention process,"This agreement renews the parties' commitment to the Kabul Process, and updates original commitments made at the Bonn conference in 2001. It focuses predominantly on international socio-economic assistance, reorganisation of the security forces, and the peace process. ",848
