source,target,source_coordinates,target_coordinates,shared_keywords,source_institution,target_institution,source_location,target_location
Chiara Bramani,Sean McCusker,POINT (8.9520281 46.0050102),POINT (-1.5756205 54.7770139),"college,digital divide,switzerland,gender",University of Lugano,Durham University,"Lugano, Ticino, Schweiz/Suisse/Svizzera/Svizra","Durham, DH1 3NG, England, United Kingdom"
Jue Wang,Claudia Berger,POINT (6.1466014 46.2017559),POINT (6.1466014 46.2017559),"tandem language learning,intercultural competence,peer-to-peer correction,design-based research,tutoring,foreign language teaching and learning,telecollaboration",University of Geneva,University of Geneva,"Genève, 1204, Genève, Genève, Schweiz/Suisse/Svizzera/Svizra","Genève, 1204, Genève, Genève, Schweiz/Suisse/Svizzera/Svizra"
Jue Wang,Nicolas Szilas,POINT (6.1466014 46.2017559),POINT (6.1466014 46.2017559),"tandem language learning,intercultural competence,peer-to-peer correction,design-based research,tutoring,foreign language teaching and learning,telecollaboration",University of Geneva,University of Geneva,"Genève, 1204, Genève, Genève, Schweiz/Suisse/Svizzera/Svizra","Genève, 1204, Genève, Genève, Schweiz/Suisse/Svizzera/Svizra"
Claudia Berger,Nicolas Szilas,POINT (6.1466014 46.2017559),POINT (6.1466014 46.2017559),"tandem language learning,intercultural competence,peer-to-peer correction,design-based research,tutoring,foreign language teaching and learning,telecollaboration",University of Geneva,University of Geneva,"Genève, 1204, Genève, Genève, Schweiz/Suisse/Svizzera/Svizra","Genève, 1204, Genève, Genève, Schweiz/Suisse/Svizzera/Svizra"
Izak van Zyl,Nikolaos Avouris,POINT (8.9520281 46.0050102),POINT (4.5424004 47.9308179),informal learning,Università della svizzera italiana,University of Patras,"Lugano, Ticino, Schweiz/Suisse/Svizzera/Svizra","Villers-Patras, 21400, Bourgogne-Franche-Comté, France"
Izak van Zyl,Nikoleta Yiannoutsou,POINT (8.9520281 46.0050102),POINT (4.5424004 47.9308179),informal learning,Università della svizzera italiana,University of Patras,"Lugano, Ticino, Schweiz/Suisse/Svizzera/Svizra","Villers-Patras, 21400, Bourgogne-Franche-Comté, France"
Przemysław Kazienko,Anna Zygmunt,POINT (17.0326689 51.1089776),POINT (19.9368564 50.0619474),"sna,social community extraction,key person,social network analysis,node position,role identification,cpm,social network,persistent group,blogosphere,stable social group,social group,fast modularity optimization",Wrocław University of Technology,AGH University of Science and Technology,"Wrocław, województwo dolnośląskie, Polska","Kraków, województwo małopolskie, Polska"
Przemysław Kazienko,Piotr Bródka,POINT (17.0326689 51.1089776),POINT (17.0326689 51.1089776),"sna,social community extraction,key person,social network analysis,node position,role identification,cpm,social network,persistent group,blogosphere,stable social group,social group,fast modularity optimization",Wrocław University of Technology,Wrocław University of Technology,"Wrocław, województwo dolnośląskie, Polska","Wrocław, województwo dolnośląskie, Polska"
Przemysław Kazienko,Jarosław Koźlak,POINT (17.0326689 51.1089776),POINT (19.9368564 50.0619474),"sna,social community extraction,key person,social network analysis,node position,role identification,cpm,social network,persistent group,blogosphere,stable social group,social group,fast modularity optimization",Wrocław University of Technology,AGH University of Science and Technology,"Wrocław, województwo dolnośląskie, Polska","Kraków, województwo małopolskie, Polska"
Qinna Wang,Eric Fleury,POINT (4.8320114 45.7578137),POINT (4.8320114 45.7578137),"large-scale networks,modularity,overlapping community detection,fuzzy community detection,community detection",Université de Lyon,Université de Lyon,"Lyon, Auvergne-Rhône-Alpes, France","Lyon, Auvergne-Rhône-Alpes, France"
Onur C. Sert,Kayhan Dursun,POINT (32.8540497 39.9207759),POINT (32.8540497 39.9207759),"multi-objective clustering,h-confidence,nsga-ii",TOBB Economics and Technology University,TOBB Economics and Technology University,"Ankara, 06420, Çankaya, Ankara, Türkiye","Ankara, 06420, Çankaya, Ankara, Türkiye"
Onur C. Sert,Tansel Özyer,POINT (32.8540497 39.9207759),POINT (32.8540497 39.9207759),"multi-objective clustering,h-confidence,nsga-ii",TOBB Economics and Technology University,TOBB Economics and Technology University,"Ankara, 06420, Çankaya, Ankara, Türkiye","Ankara, 06420, Çankaya, Ankara, Türkiye"
Kayhan Dursun,Tansel Özyer,POINT (32.8540497 39.9207759),POINT (32.8540497 39.9207759),"multi-objective clustering,h-confidence,nsga-ii",TOBB Economics and Technology University,TOBB Economics and Technology University,"Ankara, 06420, Çankaya, Ankara, Türkiye","Ankara, 06420, Çankaya, Ankara, Türkiye"
Anna Zygmunt,Piotr Bródka,POINT (19.9368564 50.0619474),POINT (17.0326689 51.1089776),"sna,social community extraction,key person,social network analysis,node position,role identification,cpm,social network,persistent group,blogosphere,stable social group,social group,fast modularity optimization",AGH University of Science and Technology,Wrocław University of Technology,"Kraków, województwo małopolskie, Polska","Wrocław, województwo dolnośląskie, Polska"
Anna Zygmunt,Jarosław Koźlak,POINT (19.9368564 50.0619474),POINT (19.9368564 50.0619474),"sna,social community extraction,key person,social network analysis,node position,role identification,cpm,social network,persistent group,blogosphere,stable social group,social group,fast modularity optimization",AGH University of Science and Technology,AGH University of Science and Technology,"Kraków, województwo małopolskie, Polska","Kraków, województwo małopolskie, Polska"
Piotr Bródka,Jarosław Koźlak,POINT (17.0326689 51.1089776),POINT (19.9368564 50.0619474),"sna,social community extraction,key person,social network analysis,node position,role identification,cpm,social network,persistent group,blogosphere,stable social group,social group,fast modularity optimization",Wrocław University of Technology,AGH University of Science and Technology,"Wrocław, województwo dolnośląskie, Polska","Kraków, województwo małopolskie, Polska"
Grzegorz Chmaj,Krzysztof Walkowiak,POINT (17.0326689 51.1089776),POINT (17.0326689 51.1089776),"unicast,p2p,computing systems,anycast,simulation,networks",Wrocław University of Technology,Wrocław University of Technology,"Wrocław, województwo dolnośląskie, Polska","Wrocław, województwo dolnośląskie, Polska"
Ismael Hasan,Javier Parapar,POINT (-8.3959425 43.3709703),POINT (-8.3959425 43.3709703),"text extraction,evaluation,pdf,text preprocessing,ordered text extraction,text mining",University of a Coruña,University of a Coruña,"A Coruña, Galicia, España","A Coruña, Galicia, España"
Ismael Hasan,Álvaro Barreiro,POINT (-8.3959425 43.3709703),POINT (-8.3959425 43.3709703),"text extraction,evaluation,pdf,text preprocessing,ordered text extraction,text mining",University of a Coruña,University of a Coruña,"A Coruña, Galicia, España","A Coruña, Galicia, España"
Javier Parapar,Álvaro Barreiro,POINT (-8.3959425 43.3709703),POINT (-8.3959425 43.3709703),"text extraction,evaluation,pdf,text preprocessing,ordered text extraction,text mining",University of a Coruña,University of a Coruña,"A Coruña, Galicia, España","A Coruña, Galicia, España"
Ahmed Nait-Sidi-Moh,Mohamed Bakhouya,POINT (3.2876843 49.8465253),POINT (24.9427473 60.1674881),"modeling,petri nets and (max,evaluation and simulation,electronic exchanges,web service access control,dimensioning and improvement,+)-algebra",Université de Picardie Jules Verne,Aalto University,"Saint-Quentin, 02100, Hauts-de-France, France","Helsinki, Manner-Suomi, Suomi"
Ahmed Nait-Sidi-Moh,Wafaa Ait-Cheik-Bihi,POINT (3.2876843 49.8465253),POINT (7.7507127 48.584614),"modeling,petri nets and (max,evaluation and simulation,electronic exchanges,web service access control,dimensioning and improvement,+)-algebra",Université de Picardie Jules Verne,Université de Strasbourg,"Saint-Quentin, 02100, Hauts-de-France, France","Strasbourg, 67000;67100;67200, Grand Est, France"
Ahmed Nait-Sidi-Moh,Jaafar Gaber,POINT (3.2876843 49.8465253),POINT (6.8628942 47.6379599),"modeling,petri nets and (max,evaluation and simulation,electronic exchanges,web service access control,dimensioning and improvement,+)-algebra",Université de Picardie Jules Verne,Université de Technologie de Belfort Montbéliard,"Saint-Quentin, 02100, Hauts-de-France, France","Belfort, 90000, Bourgogne-Franche-Comté, France"
Mohamed Bakhouya,Wafaa Ait-Cheik-Bihi,POINT (24.9427473 60.1674881),POINT (7.7507127 48.584614),"modeling,petri nets and (max,evaluation and simulation,electronic exchanges,web service access control,dimensioning and improvement,+)-algebra",Aalto University,Université de Strasbourg,"Helsinki, Manner-Suomi, Suomi","Strasbourg, 67000;67100;67200, Grand Est, France"
Mohamed Bakhouya,Jaafar Gaber,POINT (24.9427473 60.1674881),POINT (6.8628942 47.6379599),"modeling,petri nets and (max,evaluation and simulation,electronic exchanges,web service access control,dimensioning and improvement,+)-algebra",Aalto University,Université de Technologie de Belfort Montbéliard,"Helsinki, Manner-Suomi, Suomi","Belfort, 90000, Bourgogne-Franche-Comté, France"
Wafaa Ait-Cheik-Bihi,Jaafar Gaber,POINT (7.7507127 48.584614),POINT (6.8628942 47.6379599),"modeling,petri nets and (max,evaluation and simulation,electronic exchanges,web service access control,dimensioning and improvement,+)-algebra",Université de Strasbourg,Université de Technologie de Belfort Montbéliard,"Strasbourg, 67000;67100;67200, Grand Est, France","Belfort, 90000, Bourgogne-Franche-Comté, France"
Pierre Vincent,Xiaoping Che,POINT (3.0635282 50.6365654),POINT (2.3200410217200766 48.8588897),mobile computing,MobKit,Evry University,"Lille, 59000;59160;59260;59777;59800, Hauts-de-France, France","Paris, 75000;75001;75002;75003;75004;75005;75006;75007;75008;75009;75010;75011;75012;75013;75014;75015;75016;75017;75018;75019;75020;75116, Paris, Île-de-France, France"
Pierre Vincent,Jordán Pascual Espada,POINT (3.0635282 50.6365654),POINT (-5.8483581 43.3618625),mobile devices,MobKit,University of Oviedo,"Lille, 59000;59160;59260;59777;59800, Hauts-de-France, France","Oviedo / Uviéu, Principado de Asturias, España"
Pierre Vincent,Oscar Sanjuán Martínez,POINT (3.0635282 50.6365654),POINT (-3.7035825 40.4167047),mobile devices,MobKit,University Carlos III of Madrid,"Lille, 59000;59160;59260;59777;59800, Hauts-de-France, France","Madrid, Comunidad de Madrid, España"
Pierre Vincent,B. Cristina Pelayo G-Bustelo,POINT (3.0635282 50.6365654),POINT (-5.8483581 43.3618625),mobile devices,MobKit,University of Oviedo,"Lille, 59000;59160;59260;59777;59800, Hauts-de-France, France","Oviedo / Uviéu, Principado de Asturias, España"
Pierre Vincent,Juan Manuel Cueva Lovelle,POINT (3.0635282 50.6365654),POINT (-5.8483581 43.3618625),mobile devices,MobKit,University of Oviedo,"Lille, 59000;59160;59260;59777;59800, Hauts-de-France, France","Oviedo / Uviéu, Principado de Asturias, España"
Pierre Vincent,Patricia Ordóñez de Pablos,POINT (3.0635282 50.6365654),POINT (-5.8483581 43.3618625),mobile devices,MobKit,University of Oviedo,"Lille, 59000;59160;59260;59777;59800, Hauts-de-France, France","Oviedo / Uviéu, Principado de Asturias, España"
Luis Enrique Sánchez,Eduardo Fernández-Medina,POINT (-3.9285138 38.9854201),POINT (-3.9285138 38.9854201),"quality health information,personal health record (phr),software engineering,security,health management information system (hmis or his),his,security health information,electronicchealth record (ehr),quality",SICAMAN NT.,University of Castilla-La Mancha,"Ciudad Real, Castilla-La Mancha, España","Ciudad Real, Castilla-La Mancha, España"
Luis Enrique Sánchez,Raimundas Matulevičius,POINT (-3.9285138 38.9854201),POINT (26.72245 58.3801207),security,SICAMAN NT.,University of Tartu,"Ciudad Real, Castilla-La Mancha, España","Tartu, Eesti"
Luis Enrique Sánchez,Haralambos Mouratidis,POINT (-3.9285138 38.9854201),POINT (-0.1277653 51.5074456),security,SICAMAN NT.,University of East London,"Ciudad Real, Castilla-La Mancha, España","London, England, United Kingdom"
Luis Enrique Sánchez,Nicolas Mayer,POINT (-3.9285138 38.9854201),POINT (6.129799 49.6112768),security,SICAMAN NT.,CRP Henri Tudor,"Ciudad Real, Castilla-La Mancha, España","Luxembourg, Lëtzebuerg"
Luis Enrique Sánchez,Eric Dubois,POINT (-3.9285138 38.9854201),POINT (6.129799 49.6112768),security,SICAMAN NT.,CRP Henri Tudor,"Ciudad Real, Castilla-La Mancha, España","Luxembourg, Lëtzebuerg"
Luis Enrique Sánchez,Patrick Heymans,POINT (-3.9285138 38.9854201),POINT (4.8661892 50.4665284),security,SICAMAN NT.,University of Namur,"Ciudad Real, Castilla-La Mancha, España","Namur, 5000;5001;5002;5003;5004;5020;5021;5022;5024;5100;5101, Namur, België / Belgique / Belgien"
Luis Enrique Sánchez,Jezabel Molina-Gil,POINT (-3.9285138 38.9854201),POINT (-16.621447121144122 28.2935785),security,SICAMAN NT.,University of La Laguna,"Ciudad Real, Castilla-La Mancha, España","Tenerife, España"
Luis Enrique Sánchez,Pino Caballero-Gil,POINT (-3.9285138 38.9854201),POINT (-16.621447121144122 28.2935785),security,SICAMAN NT.,University of La Laguna,"Ciudad Real, Castilla-La Mancha, España","Tenerife, España"
Luis Enrique Sánchez,Cándido Caballero-Gil,POINT (-3.9285138 38.9854201),POINT (-16.621447121144122 28.2935785),security,SICAMAN NT.,University of La Laguna,"Ciudad Real, Castilla-La Mancha, España","Tenerife, España"
Luis Enrique Sánchez,Xiaoping Che,POINT (-3.9285138 38.9854201),POINT (2.3200410217200766 48.8588897),security,SICAMAN NT.,Evry University,"Ciudad Real, Castilla-La Mancha, España","Paris, 75000;75001;75002;75003;75004;75005;75006;75007;75008;75009;75010;75011;75012;75013;75014;75015;75016;75017;75018;75019;75020;75116, Paris, Île-de-France, France"
Luis Enrique Sánchez,Christos Kalloniatis,POINT (-3.9285138 38.9854201),POINT (26.554788 39.1037355),security,SICAMAN NT.,University of the Aegean,"Ciudad Real, Castilla-La Mancha, España","Μυτιλήνη, 81100, Δημοτική Ενότητα Μυτιλήνης, Αποκεντρωμένη Διοίκηση Αιγαίου, Ελλάς"
Luis Enrique Sánchez,Shareeful Islam,POINT (-3.9285138 38.9854201),POINT (-0.1277653 51.5074456),security,SICAMAN NT.,University of East London,"Ciudad Real, Castilla-La Mancha, España","London, England, United Kingdom"
Luis Enrique Sánchez,Marc-Philippe Huget,POINT (-3.9285138 38.9854201),POINT (6.086008679698335 45.7806512),security,SICAMAN NT.,University of Savoie,"Ciudad Real, Castilla-La Mancha, España","Pôle Métropolitain Annecy-Chambéry, France"
Luis Enrique Sánchez,Stefanos Gritzalis,POINT (-3.9285138 38.9854201),POINT (26.554788 39.1037355),security,SICAMAN NT.,University of the Aegean,"Ciudad Real, Castilla-La Mancha, España","Μυτιλήνη, 81100, Δημοτική Ενότητα Μυτιλήνης, Αποκεντρωμένη Διοίκηση Αιγαίου, Ελλάς"
Luis Enrique Sánchez,Ismael Caballero,POINT (-3.9285138 38.9854201),POINT (-3.9285138 38.9854201),"quality health information,personal health record (phr),software engineering,security,health management information system (hmis or his),his,security health information,electronicchealth record (ehr),quality",SICAMAN NT.,University of Castilla-La Mancha,"Ciudad Real, Castilla-La Mancha, España","Ciudad Real, Castilla-La Mancha, España"
Luis Enrique Sánchez,Alberto Freitas,POINT (-3.9285138 38.9854201),POINT (-8.6107884 41.1494512),"quality health information,personal health record (phr),software engineering,security,health management information system (hmis or his),his,security health information,electronicchealth record (ehr),quality",SICAMAN NT.,Universidade do Porto,"Ciudad Real, Castilla-La Mancha, España","Porto, Portugal"
Eduardo Fernández-Medina,Oscar Rebollo,POINT (-3.9285138 38.9854201),POINT (-3.7035825 40.4167047),"information security governance,systematic literature review,cloud computing",University of Castilla-La Mancha,Ministry of Labour and Immigration,"Ciudad Real, Castilla-La Mancha, España","Madrid, Comunidad de Madrid, España"
Eduardo Fernández-Medina,Daniel Mellado,POINT (-3.9285138 38.9854201),POINT (-3.7035825 40.4167047),"information security governance,systematic literature review,cloud computing",University of Castilla-La Mancha,Rey Juan Carlos University,"Ciudad Real, Castilla-La Mancha, España","Madrid, Comunidad de Madrid, España"
Eduardo Fernández-Medina,Raimundas Matulevičius,POINT (-3.9285138 38.9854201),POINT (26.72245 58.3801207),security,University of Castilla-La Mancha,University of Tartu,"Ciudad Real, Castilla-La Mancha, España","Tartu, Eesti"
Eduardo Fernández-Medina,Haralambos Mouratidis,POINT (-3.9285138 38.9854201),POINT (-0.1277653 51.5074456),security,University of Castilla-La Mancha,University of East London,"Ciudad Real, Castilla-La Mancha, España","London, England, United Kingdom"
Eduardo Fernández-Medina,Nicolas Mayer,POINT (-3.9285138 38.9854201),POINT (6.129799 49.6112768),security,University of Castilla-La Mancha,CRP Henri Tudor,"Ciudad Real, Castilla-La Mancha, España","Luxembourg, Lëtzebuerg"
Eduardo Fernández-Medina,Eric Dubois,POINT (-3.9285138 38.9854201),POINT (6.129799 49.6112768),security,University of Castilla-La Mancha,CRP Henri Tudor,"Ciudad Real, Castilla-La Mancha, España","Luxembourg, Lëtzebuerg"
Eduardo Fernández-Medina,Patrick Heymans,POINT (-3.9285138 38.9854201),POINT (4.8661892 50.4665284),security,University of Castilla-La Mancha,University of Namur,"Ciudad Real, Castilla-La Mancha, España","Namur, 5000;5001;5002;5003;5004;5020;5021;5022;5024;5100;5101, Namur, België / Belgique / Belgien"
